#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
Uppsala-ecoli2.racon1.fasta.gz	contig_1	3207606	3208565	-	ybtA	1-960/960	===============	0/0	100.00	99.38	vfdb	NP_405473	(ybtA) transcriptional regulator YbtA [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	3208732	3210534	+	ybtP	1-1803/1803	===============	0/0	100.00	99.72	vfdb	NP_405474	(ybtP) lipoprotein inner membrane ABC-transporter [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	3210521	3212323	+	ybtQ	1-1803/1803	===============	0/0	100.00	99.78	vfdb	NP_405475	(ybtQ) inner membrane ABC-transporter YbtQ [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	3212316	3213596	+	ybtX	1-1281/1281	===============	0/0	100.00	99.61	vfdb	NP_405476	(ybtX) putative signal transducer [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	3213624	3214928	+	ybtS	1-1305/1305	===============	0/0	100.00	99.77	vfdb	NP_405477	(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	3248043	3249151	+	espR4	1-1113/1140	========/======	4/6	97.19	84.65	vfdb	NP_288396	(espR4) Type III secretion system effector espR4 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	3454414	3456312	-	espL1	1-1899/1899	===============	0/0	100.00	96.37	vfdb	NP_288154	(espL1) Type III secretion system effector espL1 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	3763847	3765099	+	espR1	1-1253/1260	===============	0/0	99.44	94.33	vfdb	NP_287686	(espR1) Type III secretion system effector espR1 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	4175957	4176412	-	csgB	1-456/456	========/======	2/2	99.78	83.59	vfdb	NP_460114	(csgB) minor curlin subunit precursor curli nucleator protein CsgB [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	4177167	4177817	+	csgD	1-651/651	===============	0/0	100.00	81.41	vfdb	NP_460113	(csgD) DNA-binding transcriptional regulator CsgD [curli fibers/thin aggregative fimbriae (AGF) (AI094)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	4178236	4178652	+	csgF	1-417/417	========/======	3/8	99.04	81.00	vfdb	NP_460111	(csgF) curli production assembly/transport protein CsgF [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	4178679	4179512	+	csgG	1-834/834	===============	0/0	100.00	83.33	vfdb	NP_460110	(csgG) curli production assembly/transport protein CsgG [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	4249321	4250373	+	ompA	1-1041/1041	========/======	1/12	100.00	95.25	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	4390675	4391904	+	iroD	1-1230/1230	===============	0/0	100.00	99.59	vfdb	NP_753166	(iroD) esterase [Salmochelin (IA013)] [Escherichia coli CFT073]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	4391989	4392946	+	iroE	1-957/957	========/======	1/1	100.00	98.96	vfdb	NP_753165	(iroE) esterase [Salmochelin (IA013)] [Escherichia coli CFT073]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	4722138	4722884	-	entA	1-747/747	===============	0/0	100.00	97.32	vfdb	NP_752614	(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	4722884	4723741	-	entB	1-858/858	===============	0/0	100.00	98.83	vfdb	NP_752613	(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	4723755	4725365	-	entE	1-1611/1611	===============	0/0	100.00	96.52	vfdb	NP_752612	(entE) 23-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	4725375	4726562	-	entC	1-1188/1188	===============	0/0	100.00	97.31	vfdb	NP_752611	(entC) isochorismate synthase 1 [Enterobactin (VF0228)] [Escherichia coli CFT073]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	4726739	4727695	+	fepB	1-957/957	===============	0/0	100.00	97.70	vfdb	NP_752610	(fepB) ferrienterobactin ABC transporter periplasmic binding protein [Enterobactin (VF0228)] [Escherichia coli CFT073]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	4727699	4728949	-	entS	1-1251/1251	===============	0/0	100.00	95.68	vfdb	NP_752609	(entS) enterobactin exporter iron-regulated [enterobactin (IA019)] [Escherichia coli CFT073]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	4729048	4730064	+	fepD	1-1017/1017	===============	0/0	100.00	95.87	vfdb	NP_752608	(fepD) ferrienterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	4730061	4731053	+	fepG	1-993/993	===============	0/0	100.00	94.16	vfdb	NP_752607	(fepG) iron-enterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	4731050	4731865	+	fepC	1-816/816	===============	0/0	100.00	96.94	vfdb	NP_752606	(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	4733239	4737092	-	entF	1-3854/3882	===============	0/0	99.28	95.46	vfdb	NP_752604	(entF) enterobactin synthase multienzyme complex component ATP-dependent [Enterobactin (VF0228)] [Escherichia coli CFT073]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	4737310	4738512	-	fes	1-1203/1203	===============	0/0	100.00	96.59	vfdb	NP_752602	(fes) enterobactin/ferric enterobactin esterase [enterobactin (IA019)] [Escherichia coli CFT073]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	4738755	4740995	+	fepA	1-2241/2241	===============	0/0	100.00	96.88	vfdb	NP_752600	(fepA) ferrienterobactin outer membrane transporter [Enterobactin (VF0228)] [Escherichia coli CFT073]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	4741020	4741790	+	entD	1-771/771	===============	0/0	100.00	92.74	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	4924593	4926164	+	espY3	1-1572/1572	===============	0/0	100.00	95.48	vfdb	NP_286160	(espY3) Type III secretion system effector EspY3 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	5054306	5058556	-	fdeC	1-4251/4251	===============	0/0	100.00	95.15	vfdb	YP_002390132	(fdeC) adhesin FdeC [FdeC (VF0506)] [Escherichia coli O45:K1:H7 str. S88]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	5067803	5068393	+	ykgK/ecpR	1-591/591	===============	0/0	100.00	98.98	vfdb	NP_286011	(ykgK/ecpR) regulator protein EcpR [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	5068468	5069055	+	yagZ/ecpA	1-588/588	===============	0/0	100.00	98.98	vfdb	NP_286010	(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	5069112	5069780	+	yagY/ecpB	1-669/669	===============	0/0	100.00	98.36	vfdb	NP_286009	(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	5069806	5072331	+	yagX/ecpC	1-2526/2526	===============	0/0	100.00	98.02	vfdb	NP_286008	(yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	5072321	5073964	+	yagW/ecpD	1-1644/1644	===============	0/0	100.00	99.21	vfdb	NP_286007	(yagW/ecpD) polymerized tip adhesin of ECP fibers [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
Uppsala-ecoli2.racon1.fasta.gz	contig_1	5073888	5074641	+	yagV/ecpE	1-754/756	===============	0/0	99.74	96.82	vfdb	NP_286006	(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
