#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
Uppsala-sau.racon1.fasta.gz	contig_1	1569382	1569939	-	cap8M	1-558/558	===============	0/0	100.00	98.57	vfdb	NP_644951	(cap8M) capsular polysaccharide synthesis enzyme Cap8M [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
Uppsala-sau.racon1.fasta.gz	contig_1	1569950	1571155	-	cap8L	1-1206/1206	===============	0/0	100.00	98.92	vfdb	NP_644950	(cap8L) capsular polysaccharide synthesis enzyme Cap8L [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
Uppsala-sau.racon1.fasta.gz	contig_1	1571189	1572427	-	cap8K	1-1239/1239	===============	0/0	100.00	98.95	vfdb	NP_644949	(cap8K) capsular polysaccharide synthesis enzyme Cap8K [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
Uppsala-sau.racon1.fasta.gz	contig_1	1572436	1572993	-	cap8J	1-558/558	===============	0/0	100.00	98.92	vfdb	NP_644948	(cap8J) capsular polysaccharide synthesis enzyme Cap8J [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
Uppsala-sau.racon1.fasta.gz	contig_1	1572990	1574384	-	cap8I	1-1395/1395	===============	0/0	100.00	98.85	vfdb	NP_644947	(cap8I) capsular polysaccharide synthesis enzyme Cap8I [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
Uppsala-sau.racon1.fasta.gz	contig_1	1574377	1575456	-	cap8H	1-1080/1080	===============	0/0	100.00	98.61	vfdb	NP_644946	(cap8H) capsular polysaccharide synthesis enzyme Cap8H [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
Uppsala-sau.racon1.fasta.gz	contig_1	1575459	1576583	-	cap8G	1-1125/1125	===============	0/0	100.00	99.11	vfdb	NP_644945	(cap8G) capsular polysaccharide synthesis enzyme Cap8G [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
Uppsala-sau.racon1.fasta.gz	contig_1	1576587	1577696	-	cap8F	1-1110/1110	===============	0/0	100.00	98.47	vfdb	NP_644944	(cap8F) capsular polysaccharide synthesis enzyme Cap8F [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
Uppsala-sau.racon1.fasta.gz	contig_1	1577709	1578737	-	cap8E	1-1029/1029	===============	0/0	100.00	98.74	vfdb	NP_644943	(cap8E) capsular polysaccharide synthesis enzyme Cap8E [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
Uppsala-sau.racon1.fasta.gz	contig_1	1578727	1580550	-	cap8D	1-1824/1824	===============	0/0	100.00	98.19	vfdb	NP_644942	(cap8D) capsular polysaccharide synthesis enzyme Cap8D [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
Uppsala-sau.racon1.fasta.gz	contig_1	1580570	1581334	-	cap8C	1-765/765	===============	0/0	100.00	99.61	vfdb	NP_644941	(cap8C) capsular polysaccharide synthesis enzyme Cap8C [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
Uppsala-sau.racon1.fasta.gz	contig_1	1581338	1582023	-	cap8B	1-686/687	===============	0/0	99.85	92.71	vfdb	NP_644940	(cap8B) capsular polysaccharide synthesis enzyme Cap8B [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
Uppsala-sau.racon1.fasta.gz	contig_1	1582191	1582707	-	cap8A	1-516/516	========/======	1/1	100.00	99.03	vfdb	NP_644939	(cap8A) capsular polysaccharide synthesis enzyme  [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
Uppsala-sau.racon1.fasta.gz	contig_1	1625987	1627489	+	spa	1-1479/1479	========/======	1/24	100.00	97.01	vfdb	NP_644899	(spa) Immunoglobulin G binding protein A precursor [SpA (VF0017)] [Staphylococcus aureus subsp. aureus MW2]	
Uppsala-sau.racon1.fasta.gz	contig_1	1718106	1720424	-	adsA	1-2319/2319	===============	0/0	100.00	97.15	vfdb	NP_644838	(adsA) Adenosine synthase A [AdsA (VF0422)] [Staphylococcus aureus subsp. aureus MW2]	
Uppsala-sau.racon1.fasta.gz	contig_1	1794971	1797016	+	lip	1-2046/2046	===============	0/0	100.00	98.44	vfdb	NP_647407	(lip) triacylglycerol lipase precursor [Lipase (CVF091)] [Staphylococcus aureus subsp. aureus MW2]	
Uppsala-sau.racon1.fasta.gz	contig_1	1797408	1798460	-	icaC	1-1053/1053	===============	0/0	100.00	97.15	vfdb	NP_647406	(icaC) intercellular adhesion protein C involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]	
Uppsala-sau.racon1.fasta.gz	contig_1	1798447	1799319	-	icaB	1-873/873	===============	0/0	100.00	99.31	vfdb	NP_647405	(icaB) N-deacetylase involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]	
Uppsala-sau.racon1.fasta.gz	contig_1	1799316	1799621	-	icaD	1-306/306	===============	0/0	100.00	98.37	vfdb	NP_647404	(icaD) intercellular adhesion protein D involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]	
Uppsala-sau.racon1.fasta.gz	contig_1	1799585	1800823	-	icaA	1-1239/1239	===============	0/0	100.00	99.44	vfdb	NP_647403	(icaA) N-acetylglucosaminyltransferase involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]	
Uppsala-sau.racon1.fasta.gz	contig_1	1800987	1801547	+	icaR	1-561/561	===============	0/0	100.00	99.47	vfdb	NP_647402	(icaR) ica operon transcriptional regulator IcaR [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]	
Uppsala-sau.racon1.fasta.gz	contig_1	1842156	1843685	+	aur	1-1530/1530	===============	0/0	100.00	89.08	vfdb	NP_647375	(aur) zinc metalloproteinase aureolysin [Aureolysin (VF0024)] [Staphylococcus aureus subsp. aureus MW2]	
Uppsala-sau.racon1.fasta.gz	contig_1	1850758	1853121	+	clfB	1-2340/2724	========/=====.	5/30	85.79	91.68	vfdb	NP_647368	(clfB) Clumping factor B adhesin [Clumping factor (VF0004)] [Staphylococcus aureus subsp. aureus MW2]	
Uppsala-sau.racon1.fasta.gz	contig_1	1991040	1993813	+	fnbA	1-2777/3048	========/=====.	5/17	90.78	88.18	vfdb	NP_647238	(fnbA) fibronectin-binding protein A [FnBPs (VF0010)] [Staphylococcus aureus subsp. aureus MW2]	
Uppsala-sau.racon1.fasta.gz	contig_1	2072910	2073886	-	hlgB	1-977/978	===============	0/0	99.90	94.58	vfdb	NP_647161	(hlgB) gamma-hemolysin component B [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]	
Uppsala-sau.racon1.fasta.gz	contig_1	2073888	2074835	-	hlgC	1-948/948	===============	0/0	100.00	95.67	vfdb	NP_647160	(hlgC) gamma-hemolysin component C [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]	
Uppsala-sau.racon1.fasta.gz	contig_1	2075385	2076314	-	hlgA	1-930/930	===============	0/0	100.00	99.46	vfdb	NP_647159	(hlgA) gamma-hemolysin chain II precursor [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]	
Uppsala-sau.racon1.fasta.gz	contig_1	2076850	2078163	-	sbi	1-1314/1314	===============	0/0	100.00	94.44	vfdb	NP_647158	(sbi) IgG-binding protein SBI [Sbi (VF0423)] [Staphylococcus aureus subsp. aureus MW2]	
Uppsala-sau.racon1.fasta.gz	contig_1	2279364	2281781	-	hysA	1-2418/2448	========/======	4/4	98.69	92.93	vfdb	NP_646946	(hysA) hyaluronate lyase precursor [Hyaluronate lyase (VF0013)] [Staphylococcus aureus subsp. aureus MW2]	
Uppsala-sau.racon1.fasta.gz	contig_1	2473448	2473582	+	hld	1-135/135	===============	0/0	100.00	99.26	vfdb	NP_646776	(hld) delta-hemolysin [<delta>-hemolysin (VF0007)] [Staphylococcus aureus subsp. aureus MW2]	
Uppsala-sau.racon1.fasta.gz	contig_1	2503544	2504367	-	hlb	170-993/993	..=============	0/0	82.98	96.48	vfdb	YP_186826	(hlb) beta-hemolysin [<beta>-hemolysin (VF0002)] [Staphylococcus aureus subsp. aureus COL]	
Uppsala-sau.racon1.fasta.gz	contig_1	2542423	2542914	+	sak	1-492/492	===============	0/0	100.00	99.39	vfdb	NP_646702	(sak) Staphylokinase precursor [Staphylokinase (VF0021)] [Staphylococcus aureus subsp. aureus MW2]	
Uppsala-sau.racon1.fasta.gz	contig_1	2544368	2544718	+	scn	1-351/351	===============	0/0	100.00	99.72	vfdb	YP_001332910	(scn) complement inhibitor SCIN [SCIN (VF0425)] [Staphylococcus aureus subsp. aureus str. Newman]	
Uppsala-sau.racon1.fasta.gz	contig_1	2546479	2548224	+	map	1-1746/1755	========/======	8/12	99.15	86.07	vfdb	CAB94853	(map) extracellular proteins Map [Eap/Map (VF0016)] [Staphylococcus aureus str. Newman D2C (ATCC 25904)]	
Uppsala-sau.racon1.fasta.gz	contig_1	2699408	2701819	-	hysA	1-2418/2448	========/======	17/40	97.83	80.74	vfdb	NP_646946	(hysA) hyaluronate lyase precursor [Hyaluronate lyase (VF0013)] [Staphylococcus aureus subsp. aureus MW2]	
