#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
Uppsala-nme.racon1.fasta.gz	contig_1	1257792	1258667	-	mntB	1-876/876	===============	0/0	100.00	99.66	vfdb	NP_273631	(mntB) Manganese transport system membrane protein MntB [MntABC (VF0455)] [Neisseria meningitidis MC58]	
Uppsala-nme.racon1.fasta.gz	contig_1	1258702	1259457	-	mntA	1-756/756	===============	0/0	100.00	94.71	vfdb	NP_273632	(mntA) ABC transporter ATP-binding protein MntA [MntABC (VF0455)] [Neisseria meningitidis MC58]	
Uppsala-nme.racon1.fasta.gz	contig_1	1303554	1304612	-	fbpC	1-1059/1059	===============	0/0	100.00	99.81	vfdb	NP_273675	(fbpC) iron(III) ABC transporter ATP-binding protein [FbpABC (VF0272)] [Neisseria meningitidis MC58]	
Uppsala-nme.racon1.fasta.gz	contig_1	1304633	1306149	-	fbpB	1-1518/1518	========/======	1/1	99.93	99.74	vfdb	NP_273676	(fbpB) iron(III) ABC transporter permease protein [FbpABC (VF0272)] [Neisseria meningitidis MC58]	
Uppsala-nme.racon1.fasta.gz	contig_1	1306217	1307212	-	fbpA	1-996/996	===============	0/0	100.00	99.80	vfdb	NP_273677	(fbpA) iron(III) ABC transporter periplasmic binding protein [FbpABC (VF0272)] [Neisseria meningitidis MC58]	
Uppsala-nme.racon1.fasta.gz	contig_1	1329426	1329948	-	nspA	1-525/525	========/======	1/2	99.62	99.24	vfdb	NP_273705	(nspA) neisserial surface protein A [NspA (VF0453)] [Neisseria meningitidis MC58]	
Uppsala-nme.racon1.fasta.gz	contig_1	1410381	1412053	+	recN	1-1674/1674	========/======	1/1	99.94	96.66	vfdb	NP_273782	(recN) DNA repair protein RecN [RecN (VF0457)] [Neisseria meningitidis MC58]	
Uppsala-nme.racon1.fasta.gz	contig_1	1436415	1437527	+	pilT2	1-1113/1113	===============	0/0	100.00	99.19	vfdb	NP_273810	(pilT2) twitching motility protein PilT [Type IV pili (CVF189)] [Neisseria meningitidis MC58]	
Uppsala-nme.racon1.fasta.gz	contig_1	1438542	1438892	+	pilZ	1-351/351	===============	0/0	100.00	99.72	vfdb	NP_273812	(pilZ) type IV pilus assembly protein PilZ [Type IV pili (CVF189)] [Neisseria meningitidis MC58]	
Uppsala-nme.racon1.fasta.gz	contig_1	1548022	1548687	+	pilH	1-667/669	========/======	3/7	99.10	91.64	vfdb	NP_273927	(pilH) pilin-like protein may involving in pseudopilus formation [Type IV pili (CVF189)] [Neisseria meningitidis MC58]	
Uppsala-nme.racon1.fasta.gz	contig_1	1548716	1549336	+	pilI	4-615/615	========/======	3/9	99.51	91.14	vfdb	NP_273928	(pilI) pilin-like protein may involving in pseudopilus formation [Type IV pili (CVF189)] [Neisseria meningitidis MC58]	
Uppsala-nme.racon1.fasta.gz	contig_1	1550298	1550891	+	pilK	1-594/594	===============	0/0	100.00	98.32	vfdb	NP_273930	(pilK) pilin-like protein may involving in pseudopilus formation [Type IV pili (CVF189)] [Neisseria meningitidis MC58]	
Uppsala-nme.racon1.fasta.gz	contig_1	1550881	1551393	+	pilX	1-489/489	========/======	2/24	100.00	89.28	vfdb	NP_273931	(pilX) type IV pilus minor pilin PilX [Type IV pili (CVF189)] [Neisseria meningitidis MC58]	
Uppsala-nme.racon1.fasta.gz	contig_1	1764926	1765744	-	opc	1-819/819	===============	0/0	100.00	100.00	vfdb	NP_274087	(opc) class 5 outer membrane protein [Opc (VF0077)] [Neisseria meningitidis MC58]	
Uppsala-nme.racon1.fasta.gz	contig_1	2059941	2060702	+	pilW	1-762/762	===============	0/0	100.00	99.08	vfdb	NP_274328	(pilW) type IV fimbrial biogenesis and twitching motility protein PilW [Type IV pili (CVF189)] [Neisseria meningitidis MC58]	
Uppsala-nme.racon1.fasta.gz	contig_1	2361323	2364153	-	lbpA	1-2832/2832	========/======	6/15	99.72	94.82	vfdb	NP_274547	(lbpA) lactoferrin-binding protein A [Lbp (VF0047)] [Neisseria meningitidis MC58]	
Uppsala-nme.racon1.fasta.gz	contig_1	2364150	2366354	-	lbpB	1-2214/2214	========/======	11/39	98.92	86.81	vfdb	NP_274548	(lbpB) lactoferrin-binding protein B [Lbp (VF0047)] [Neisseria meningitidis MC58]	
